score,count,cumulative
668,23,23
667,4,27
666,3,30
665,3,33
664,5,38
663,5,43
662,5,48
661,5,53
660,2,55
659,10,65
658,7,72
657,8,80
656,5,85
655,9,94
654,7,101
653,11,112
652,13,125
651,14,139
650,17,156
649,21,177
648,22,199
647,17,216
646,26,242
645,21,263
644,26,289
643,22,311
642,31,342
641,21,363
640,27,390
639,30,420
638,27,447
637,31,478
636,36,514
635,41,555
634,32,587
633,39,626
632,37,663
631,50,713
630,50,763
629,56,819
628,51,870
627,64,934
626,38,972
625,73,1045
624,63,1108
623,71,1179
622,59,1238
621,72,1310
620,65,1375
619,83,1458
618,87,1545
617,85,1630
616,100,1730
615,76,1806
614,85,1891
613,89,1980
612,113,2093
611,105,2198
610,100,2298
609,84,2382
608,110,2492
607,108,2600
606,100,2700
605,106,2806
604,111,2917
603,117,3034
602,123,3157
601,128,3285
600,130,3415
599,130,3545
598,135,3680
597,138,3818
596,159,3977
595,130,4107
594,160,4267
593,140,4407
592,157,4564
591,161,4725
590,145,4870
589,160,5030
588,155,5185
587,173,5358
586,172,5530
585,183,5713
584,180,5893
583,187,6080
582,157,6237
581,169,6406
580,197,6603
579,185,6788
578,191,6979
577,213,7192
576,229,7421
575,211,7632
574,212,7844
573,202,8046
572,226,8272
571,228,8500
570,222,8722
569,241,8963
568,261,9224
567,280,9504
566,236,9740
565,236,9976
564,223,10199
563,223,10422
562,242,10664
561,262,10926
560,250,11176
559,303,11479
558,259,11738
557,276,12014
556,288,12302
555,261,12563
554,304,12867
553,319,13186
552,317,13503
551,306,13809
550,300,14109
549,299,14408
548,310,14718
547,294,15012
546,297,15309
545,308,15617
544,316,15933
543,331,16264
542,308,16572
541,304,16876
540,352,17228
539,329,17557
538,340,17897
537,315,18212
536,312,18524
535,333,18857
534,376,19233
533,355,19588
532,387,19975
531,363,20338
530,391,20729
529,375,21104
528,382,21486
527,372,21858
526,412,22270
525,369,22639
524,382,23021
523,377,23398
522,390,23788
521,396,24184
520,380,24564
519,431,24995
518,424,25419
517,433,25852
516,426,26278
515,413,26691
514,405,27096
513,432,27528
512,466,27994
511,440,28434
510,472,28906
509,443,29349
508,456,29805
507,454,30259
506,439,30698
505,424,31122
504,439,31561
503,489,32050
502,471,32521
501,461,32982
500,463,33445
499,469,33914
498,470,34384
497,461,34845
496,494,35339
495,517,35856
494,499,36355
493,478,36833
492,466,37299
491,489,37788
490,463,38251
489,504,38755
488,492,39247
487,514,39761
486,485,40246
485,515,40761
484,497,41258
483,512,41770
482,511,42281
481,494,42775
480,491,43266
479,476,43742
478,519,44261
477,489,44750
476,494,45244
475,508,45752
474,520,46272
473,508,46780
472,485,47265
471,510,47775
470,510,48285
469,512,48797
468,520,49317
467,503,49820
466,512,50332
465,468,50800
464,507,51307
463,529,51836
462,520,52356
461,512,52868
460,517,53385
459,501,53886
458,500,54386
457,531,54917
456,530,55447
455,518,55965
454,541,56506
453,509,57015
452,547,57562
451,538,58100
450,522,58622
449,509,59131
448,520,59651
447,527,60178
446,563,60741
445,501,61242
444,529,61771
443,527,62298
442,499,62797
441,482,63279
440,543,63822
439,521,64343
438,543,64886
437,519,65405
436,547,65952
435,508,66460
