score,count,cumulative
697,46,312
696,40,352
695,58,410
694,66,476
693,56,532
692,85,617
691,72,689
690,96,785
689,99,884
688,96,980
687,120,1100
686,139,1239
685,137,1376
684,145,1521
683,166,1687
682,148,1835
681,184,2019
680,188,2207
679,225,2432
678,218,2650
677,204,2854
676,267,3121
675,253,3374
674,237,3611
673,284,3895
672,260,4155
671,289,4444
670,266,4710
669,303,5013
668,299,5312
667,335,5647
666,332,5979
665,359,6338
664,387,6725
663,368,7093
662,393,7486
661,381,7867
660,394,8261
659,405,8666
658,415,9081
657,483,9564
656,451,10015
655,465,10480
654,510,10990
653,463,11453
652,507,11960
651,506,12466
650,509,12975
649,519,13494
648,534,14028
647,578,14606
646,536,15142
645,595,15737
644,590,16327
643,607,16934
642,638,17572
641,677,18249
640,643,18892
639,650,19542
638,693,20235
637,650,20885
636,711,21596
635,729,22325
634,721,23046
633,680,23726
632,704,24430
631,749,25179
630,790,25969
629,714,26683
628,785,27468
627,778,28246
626,787,29033
625,804,29837
624,826,30663
623,823,31486
622,882,32368
621,839,33207
620,849,34056
619,900,34956
618,846,35802
617,910,36712
616,848,37560
615,908,38468
614,965,39433
613,925,40358
612,920,41278
611,938,42216
610,967,43183
609,938,44121
608,940,45061
607,952,46013
606,1018,47031
605,952,47983
604,929,48912
603,999,49911
602,1034,50945
601,994,51939
600,1017,52956
599,1000,53956
598,1004,54960
597,1004,55964
596,1008,56972
595,1082,58054
594,1072,59126
593,1073,60199
592,1056,61255
591,1083,62338
590,1061,63399
589,1056,64455
588,1063,65518
587,1100,66618
586,1058,67676
585,1034,68710
584,1115,69825
583,1040,70865
582,1031,71896
581,1038,72934
580,1053,73987
579,1054,75041
578,1094,76135
577,1100,77235
576,1074,78309
575,1103,79412
574,1050,80462
573,1119,81581
572,1110,82691
571,1167,83858
570,1121,84979
569,1112,86091
568,1123,87214
567,1090,88304
566,1099,89403
565,1091,90494
564,1114,91608
563,1071,92679
562,1081,93760
561,1080,94840
560,1103,95943
559,1160,97103
558,1103,98206
557,1070,99276
556,1065,100341
555,1101,101442
554,1149,102591
553,1097,103688
552,1175,104863
551,1160,106023
550,1102,107125
549,1136,108261
548,1104,109365
547,1125,110490
546,1087,111577
545,1119,112696
544,1146,113842
543,1148,114990
542,1062,116052
541,1168,117220
540,1123,118343
539,1116,119459
538,1112,120571
537,1131,121702
536,1097,122799
535,1170,123969
534,1124,125093
533,1138,126231
532,1147,127378
531,1136,128514
530,1145,129659
529,1081,130740
528,1174,131914
527,1157,133071
526,1080,134151
525,1183,135334
524,1157,136491
523,1067,137558
522,1152,138710
521,1128,139838
520,1140,140978
519,1134,142112
518,1084,143196
517,1105,144301
516,1148,145449
515,1118,146567
514,1114,147681
513,1097,148778
512,1113,149891
511,1162,151053
510,1043,152096
509,1116,153212
508,1082,154294
507,1094,155388
506,1103,156491
505,1075,157566
504,1112,158678
503,1065,159743
502,1118,160861
501,1087,161948
500,1017,162965
499,1003,163968
498,1054,165022
497,1047,166069
496,1057,167126
495,1011,168137
494,1048,169185
493,1008,170193
492,1049,171242
491,1060,172302
490,1085,173387
489,1042,174429
488,995,175424
487,982,176406
486,1087,177493
485,1047,178540
484,1027,179567
483,995,180562
482,949,181511
481,1036,182547
480,932,183479
479,959,184438
478,985,185423
477,949,186372
476,949,187321
475,1008,188329
474,988,189317
473,901,190218
472,946,191164
471,956,192120
470,931,193051
469,920,193971
468,911,194882
467,891,195773
466,882,196655
465,902,197557
464,842,198399
463,908,199307
462,830,200137
461,846,200983
460,864,201847
459,903,202750
458,886,203636
457,845,204481
456,814,205295
455,826,206121
454,847,206968
453,831,207799
452,828,208627
451,784,209411
450,795,210206
449,832,211038
448,760,211798
447,802,212600
446,784,213384
445,819,214203
444,750,214953
443,764,215717
442,774,216491
441,726,217217
440,703,217920
439,751,218671
438,708,219379
437,744,220123
436,721,220844
435,706,221550
434,676,222226
433,786,223012
432,663,223675
431,724,224399
430,735,225134
429,713,225847
428,660,226507
427,677,227184
426,735,227919
425,708,228627
424,671,229298
423,630,229928
422,661,230589
421,644,231233
420,666,231899
419,662,232561
418,595,233156
417,639,233795
416,645,234440
415,536,234976
414,622,235598
413,642,236240
412,601,236841
411,624,237465
410,637,238102
409,599,238701
408,603,239304
407,548,239852
406,579,240431
405,529,240960
404,561,241521
403,575,242096
402,555,242651
401,556,243207
400,585,243792
399,558,244350
398,541,244891
397,527,245418
396,553,245971
395,522,246493
394,518,247011
393,556,247567
392,505,248072
391,496,248568
